,year_film,year_award,ceremony,category,nominee,film,win,tmdb_id
3591,2003,2004,61,ACTRESS (COM),Diane Lane,Under The Tuscan Sun,False,10934.0
3592,2003,2004,61,ACTRESS (COM),Helen Mirren,Calendar Girls,False,8696.0
3593,2003,2004,61,ACTOR (COM),Bill Murray,Lost in Translation,True,153.0
3594,2003,2004,61,ACTOR (COM),Billy Bob Thornton,Bad Santa,False,10147.0
3595,2003,2004,61,ACTOR (COM),Jack Black,"School of Rock, The",False,1584.0
3596,2003,2004,61,ACTOR (COM),Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False,22.0
3597,2003,2004,61,ACTOR (COM),Jack Nicholson,Something's Gotta Give,False,6964.0
3598,2003,2004,61,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,True,2289.0
3599,2003,2004,61,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,False,1550.0
3600,2003,2004,61,ACTRESS IN A SUPPORTING ROLE,Hope Davis,American Splendor,False,2771.0
3601,2003,2004,61,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,False,11023.0
3602,2003,2004,61,ACTRESS IN A SUPPORTING ROLE,Maria Bello,"Cooler, The",False,10744.0
3603,2003,2004,61,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,True,322.0
3604,2003,2004,61,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,False,616.0
3605,2003,2004,61,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,"Cooler, The",False,10744.0
3606,2003,2004,61,ACTOR IN A SUPPORTING ROLE,Albert Finney,Big Fish,False,587.0
3607,2003,2004,61,ACTOR IN A SUPPORTING ROLE,William H. Macy,Seabiscuit,False,4464.0
3608,2003,2004,61,ACTOR IN A SUPPORTING ROLE,Peter Sarsgaard,Shattered Glass,False,13537.0
3609,2003,2004,61,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,True,122.0
3610,2003,2004,61,DIRECTING,Sofia Coppola,Lost in Translation,False,153.0
3611,2003,2004,61,DIRECTING,Clint Eastwood,Mystic River,False,322.0
3612,2003,2004,61,DIRECTING,Anthony Minghella,Cold Mountain,False,2289.0
3613,2003,2004,61,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,False,8619.0
3614,2003,2004,61,BEST SCREENPLAY,Sofia Coppola,Lost in Translation,True,153.0
3615,2003,2004,61,BEST SCREENPLAY,Anthony Minghella,Cold Mountain,False,2289.0
3616,2003,2004,61,BEST SCREENPLAY,Jim Sheridan,In America,False,10511.0
3617,2003,2004,61,BEST SCREENPLAY,Richard Curtis,Love Actually,False,508.0
3618,2003,2004,61,BEST SCREENPLAY,Brian Helgeland,Mystic River,False,322.0
3619,2003,2004,61,FOREIGN,Osama,Osama,True,749286.0
3620,2003,2004,61,FOREIGN,Good Bye Lenin!,Good Bye Lenin!,False,338.0
3621,2003,2004,61,FOREIGN,Monsieur Ibrahim,Monsieur Ibrahim,False,337.0
3622,2003,2004,61,FOREIGN,The Return,The Return,False,122.0
3623,2003,2004,61,FOREIGN,The Barbarian Invasions,The Barbarian Invasions,False,11042.0
3624,2003,2004,61,BEST SCORE,Howard Shore,The Lord of the Rings: The Return of the King,True,122.0
3625,2003,2004,61,BEST SCORE,Gabriel Yared,Cold Mountain,False,2289.0
3626,2003,2004,61,BEST SCORE,Alexandre Desplat,Girl With a Pearl Earring,False,3635.0
3627,2003,2004,61,BEST SCORE,Hans Zimmer,The Last Samurai,False,616.0
3628,2003,2004,61,BEST SCORE,Danny Elfman,Big Fish,False,587.0
3629,2003,2004,61,BEST SONG,"""Into the West"", Annie Lennox, Howard Shore, Fran Walsh",The Lord of the Rings: The Return of the King,True,122.0
3630,2003,2004,61,BEST SONG,"The Heart of Every Girl, Elton John, Bernie Taupin",Mona Lisa Smile,False,11820.0
3631,2003,2004,61,BEST SONG,"Man of the Hour, Eddie Vedder",Big Fish,False,587.0
3632,2003,2004,61,BEST SONG,"""You Will Be My Ain True Love"", Sting",Cold Mountain,False,2289.0
3633,2003,2004,61,BEST SONG,"""Time Enough For Tears"", Bono, Gavin Friday, Maurice Seezer",In America,False,10511.0
3634,2003,2004,61,SPECIAL AWARD,Michael Douglas,,False,
3635,2004,2005,62,BEST PICTURE (DRAMA),The Aviator,The Aviator,True,2567.0
3636,2004,2005,62,BEST PICTURE (DRAMA),Closer,Closer,False,2288.0
3637,2004,2005,62,BEST PICTURE (DRAMA),Finding Neverland,Finding Neverland,False,866.0
3638,2004,2005,62,BEST PICTURE (DRAMA),Hotel Rwanda,Hotel Rwanda,False,205.0
3639,2004,2005,62,BEST PICTURE (DRAMA),Kinsey,Kinsey,False,11184.0
3640,2004,2005,62,BEST PICTURE (DRAMA),Million Dollar Baby,Million Dollar Baby,False,70.0
3641,2004,2005,62,BEST PICTURE (COM),Sideways,Sideways,True,9675.0
3642,2004,2005,62,BEST PICTURE (COM),Eternal Sunshine of The Spotless Mind,Eternal Sunshine of The Spotless Mind,False,38.0
3643,2004,2005,62,BEST PICTURE (COM),"Incredibles, The","Incredibles, The",False,9806.0
3644,2004,2005,62,BEST PICTURE (COM),Ray,Ray,False,1677.0
3645,2004,2005,62,BEST PICTURE (COM),The Phantom of the Opera,The Phantom of the Opera,False,9833.0
3646,2004,2005,62,ACTRESS (DRAMA),Hilary Swank,Million Dollar Baby,True,70.0
3647,2004,2005,62,ACTRESS (DRAMA),Scarlett Johansson,"Love Song For Bobby Long, A",False,9953.0
3648,2004,2005,62,ACTRESS (DRAMA),Nicole Kidman,Birth,False,10740.0
3649,2004,2005,62,ACTRESS (DRAMA),Imelda Staunton,Vera Drake,False,11109.0
3650,2004,2005,62,ACTRESS (DRAMA),Uma Thurman,Kill Bill (Vol. 2),False,393.0
3651,2004,2005,62,ACTOR (DRAMA),Leonardo DiCaprio,The Aviator,True,2567.0
3652,2004,2005,62,ACTOR (DRAMA),Javier Bardem,The Sea Inside,False,1913.0
3653,2004,2005,62,ACTOR (DRAMA),Don Cheadle,Hotel Rwanda,False,205.0
3654,2004,2005,62,ACTOR (DRAMA),Johnny Depp,Finding Neverland,False,866.0
3655,2004,2005,62,ACTOR (DRAMA),Liam Neeson,Kinsey,False,11184.0
3656,2004,2005,62,ACTRESS (COM),Annette Bening,Being Julia,True,18701.0
3657,2004,2005,62,ACTRESS (COM),Ashley Judd,De-Lovely,False,15237.0
3658,2004,2005,62,ACTRESS (COM),Renée Zellweger,Bridget Jones: The Edge Of Reason,False,9801.0
3659,2004,2005,62,ACTRESS (COM),Kate Winslet,Eternal Sunshine of The Spotless Mind,False,38.0
3660,2004,2005,62,ACTRESS (COM),Emmy Rossum,The Phantom of the Opera,False,9833.0
3661,2004,2005,62,ACTOR (COM),Jamie Foxx,Ray,True,1677.0
3662,2004,2005,62,ACTOR (COM),Paul Giamatti,Sideways,False,9675.0
3663,2004,2005,62,ACTOR (COM),Kevin Kline,De-Lovely,False,15237.0
3664,2004,2005,62,ACTOR (COM),Kevin Spacey,Beyond the Sea,False,6478.0
3665,2004,2005,62,ACTOR (COM),Jim Carrey,Eternal Sunshine of The Spotless Mind,False,38.0
3666,2004,2005,62,ACTRESS IN A SUPPORTING ROLE,Natalie Portman,Closer,True,2288.0
3667,2004,2005,62,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,False,2567.0
3668,2004,2005,62,ACTRESS IN A SUPPORTING ROLE,Laura Linney,Kinsey,False,11184.0
3669,2004,2005,62,ACTRESS IN A SUPPORTING ROLE,Virginia Madsen,Sideways,False,9675.0
3670,2004,2005,62,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,"Manchurian Candidate, The",False,14462.0
3671,2004,2005,62,ACTOR IN A SUPPORTING ROLE,Clive Owen,Closer,True,2288.0
3672,2004,2005,62,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,False,9675.0
3673,2004,2005,62,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,False,1538.0
3674,2004,2005,62,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,False,70.0
3675,2004,2005,62,ACTOR IN A SUPPORTING ROLE,David Carradine,Kill Bill (Vol. 2),False,393.0
3676,2004,2005,62,DIRECTING,Clint Eastwood,Million Dollar Baby,True,70.0
3677,2004,2005,62,DIRECTING,Marc Forster,Finding Neverland,False,866.0
3678,2004,2005,62,DIRECTING,Mike Nichols,Closer,False,2288.0
3679,2004,2005,62,DIRECTING,Martin Scorsese,The Aviator,False,2567.0
3680,2004,2005,62,DIRECTING,Alexander Payne,Sideways,False,9675.0
3681,2004,2005,62,BEST SCREENPLAY,"Alexander Payne, Jim Taylor",Sideways,True,9675.0
3682,2004,2005,62,BEST SCREENPLAY,Charlie Kaufman,Eternal Sunshine of The Spotless Mind,False,38.0
3683,2004,2005,62,BEST SCREENPLAY,John Logan,The Aviator,False,2567.0
3684,2004,2005,62,BEST SCREENPLAY,David Magee,Finding Neverland,False,866.0
3685,2004,2005,62,BEST SCREENPLAY,Patrick Marber,Closer,False,2288.0
3686,2004,2005,62,FOREIGN,The Sea Inside,The Sea Inside,True,1913.0
3687,2004,2005,62,FOREIGN,House of Flying Daggers,House of Flying Daggers,False,9550.0
3688,2004,2005,62,FOREIGN,A Very Long Engagement,A Very Long Engagement,False,2841.0
3689,2004,2005,62,FOREIGN,The Motorcycle Diaries,The Motorcycle Diaries,False,1653.0
3690,2004,2005,62,FOREIGN,The Chorus,The Chorus,False,5528.0
3691,2004,2005,62,BEST SCORE,Howard Shore,The Aviator,True,2567.0
3692,2004,2005,62,BEST SCORE,Hans Zimmer,Spanglish,False,2539.0
3693,2004,2005,62,BEST SCORE,Jan A.P. Kaczmarek,Finding Neverland,False,866.0
3694,2004,2005,62,BEST SCORE,Rolfe Kent,Sideways,False,9675.0
3695,2004,2005,62,BEST SCORE,Clint Eastwood,Million Dollar Baby,False,70.0
3696,2004,2005,62,BEST SONG,"""Old Habits Die Hard"", Dave Stewart, Mick Jagger",Alfie,True,8849.0
3697,2004,2005,62,BEST SONG,"""Million Voices"", Wyclef Jean, Jerry 'Wonder' Duplessis, Andrea Guerra",Hotel Rwanda,False,205.0
3698,2004,2005,62,BEST SONG,"Believe, Alan Silvestri, Glen Ballard",The Polar Express,False,5255.0
3699,2004,2005,62,BEST SONG,"""Learn to Be Lonely"", Andrew Lloyd Webber, Charles Hart",The Phantom of the Opera,False,9833.0
3700,2004,2005,62,BEST SONG,"""Accidentally In Love"", Adam Duritz, Dan Vickery, David Immerglück, Matthew Malley, David Bryson",Shrek 2,False,809.0
3701,2004,2005,62,SPECIAL AWARD,Robin Williams,,False,
3702,2005,2006,63,BEST PICTURE (DRAMA),Brokeback Mountain,Brokeback Mountain,True,142.0
3703,2005,2006,63,BEST PICTURE (DRAMA),Match Point,Match Point,False,116.0
3704,2005,2006,63,BEST PICTURE (DRAMA),"Constant Gardener, The","Constant Gardener, The",False,1985.0
3705,2005,2006,63,BEST PICTURE (DRAMA),"Good Night, and Good Luck","Good Night, and Good Luck",False,3291.0
3706,2005,2006,63,BEST PICTURE (DRAMA),A History of Violence,A History of Violence,False,59.0
3707,2005,2006,63,BEST PICTURE (COM),Walk The Line,Walk The Line,True,69.0
3708,2005,2006,63,BEST PICTURE (COM),Mrs. Henderson Presents,Mrs. Henderson Presents,False,10773.0
3709,2005,2006,63,BEST PICTURE (COM),Pride & Prejudice,Pride & Prejudice,False,4348.0
3710,2005,2006,63,BEST PICTURE (COM),The Producers,The Producers,False,9899.0
3711,2005,2006,63,BEST PICTURE (COM),"Squid and the Whale, The","Squid and the Whale, The",False,10707.0
3712,2005,2006,63,ACTRESS (DRAMA),Felicity Huffman,Transamerica,True,546.0
3713,2005,2006,63,ACTRESS (DRAMA),Maria Bello,A History of Violence,False,59.0
3714,2005,2006,63,ACTRESS (DRAMA),Gwyneth Paltrow,Proof,False,9777.0
3715,2005,2006,63,ACTRESS (DRAMA),Charlize Theron,North Country,False,9701.0
3716,2005,2006,63,ACTRESS (DRAMA),Ziyi Zhang,Memoirs of a Geisha,False,1904.0
3717,2005,2006,63,ACTOR (DRAMA),Philip Seymour Hoffman,Capote,True,398.0
3718,2005,2006,63,ACTOR (DRAMA),Heath Ledger,Brokeback Mountain,False,142.0
3719,2005,2006,63,ACTOR (DRAMA),David Strathairn,"Good Night, and Good Luck",False,3291.0
3720,2005,2006,63,ACTOR (DRAMA),Russell Crowe,Cinderella Man,False,921.0
3721,2005,2006,63,ACTOR (DRAMA),Terrence Howard,Hustle & Flow,False,10476.0
3722,2005,2006,63,ACTRESS (COM),Reese Witherspoon,Walk The Line,True,69.0
3723,2005,2006,63,ACTRESS (COM),Judi Dench,Mrs. Henderson Presents,False,10773.0
3724,2005,2006,63,ACTRESS (COM),Keira Knightley,Pride & Prejudice,False,4348.0
3725,2005,2006,63,ACTRESS (COM),Laura Linney,"Squid and the Whale, The",False,10707.0
3726,2005,2006,63,ACTRESS (COM),Sarah Jessica Parker,"Family Stone, The",False,9043.0
3727,2005,2006,63,ACTOR (COM),Joaquin Phoenix,Walk The Line,True,69.0
3728,2005,2006,63,ACTOR (COM),Jeff Daniels,"Squid and the Whale, The",False,10707.0
3729,2005,2006,63,ACTOR (COM),Johnny Depp,Charlie and the Chocolate Factory,False,118.0
3730,2005,2006,63,ACTOR (COM),Nathan Lane,The Producers,False,9899.0
3731,2005,2006,63,ACTOR (COM),Cillian Murphy,Breakfast On Pluto,False,1420.0
3732,2005,2006,63,ACTOR (COM),Pierce Brosnan,"Matador, The",False,9515.0
3733,2005,2006,63,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,"Constant Gardener, The",True,1985.0
3734,2005,2006,63,ACTRESS IN A SUPPORTING ROLE,Scarlett Johansson,Match Point,False,116.0
3735,2005,2006,63,ACTRESS IN A SUPPORTING ROLE,Shirley MacLaine,In Her Shoes,False,11931.0
3736,2005,2006,63,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,North Country,False,9701.0
3737,2005,2006,63,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Brokeback Mountain,False,142.0
3738,2005,2006,63,ACTOR IN A SUPPORTING ROLE,George Clooney,Syriana,True,231.0
3739,2005,2006,63,ACTOR IN A SUPPORTING ROLE,Matt Dillon,Crash,False,1640.0
3740,2005,2006,63,ACTOR IN A SUPPORTING ROLE,Will Ferrell,The Producers,False,9899.0
3741,2005,2006,63,ACTOR IN A SUPPORTING ROLE,Paul Giamatti,Cinderella Man,False,921.0
3742,2005,2006,63,ACTOR IN A SUPPORTING ROLE,Bob Hoskins,Mrs. Henderson Presents,False,10773.0
3743,2005,2006,63,DIRECTING,Ang Lee,Brokeback Mountain,True,142.0
3744,2005,2006,63,DIRECTING,Woody Allen,Match Point,False,116.0
3745,2005,2006,63,DIRECTING,George Clooney,"Good Night, and Good Luck",False,3291.0
3746,2005,2006,63,DIRECTING,Fernando Meirelles,"Constant Gardener, The",False,1985.0
3747,2005,2006,63,DIRECTING,Steven Spielberg,Munich,False,612.0
3748,2005,2006,63,DIRECTING,Peter Jackson,King Kong,False,254.0
3749,2005,2006,63,BEST SCREENPLAY,"Larry McMurtry, Diana Ossana",Brokeback Mountain,True,142.0
3750,2005,2006,63,BEST SCREENPLAY,Woody Allen,Match Point,False,116.0
3751,2005,2006,63,BEST SCREENPLAY,George Clooney,"Good Night, and Good Luck",False,3291.0
3752,2005,2006,63,BEST SCREENPLAY,Paul Haggis,Crash,False,1640.0
3753,2005,2006,63,BEST SCREENPLAY,Tony Kushner,Munich,False,612.0
3754,2005,2006,63,FOREIGN,Paradise Now,Paradise Now,True,67.0
3755,2005,2006,63,FOREIGN,Tsotsi,Tsotsi,False,868.0
3756,2005,2006,63,FOREIGN,Kung Fu Hustle,Kung Fu Hustle,False,9470.0
3757,2005,2006,63,FOREIGN,The Promise (Master of the Crimson Armor),The Promise (Master of the Crimson Armor),False,2008.0
3758,2005,2006,63,FOREIGN,Joyeux Noel (Merry Christmas),Joyeux Noel (Merry Christmas),False,11661.0
3759,2005,2006,63,BEST SCORE,John Williams,Memoirs of a Geisha,True,1904.0
3760,2005,2006,63,BEST SCORE,Harry Gregson-Williams,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",False,411.0
3761,2005,2006,63,BEST SCORE,James Newton Howard,King Kong,False,254.0
3762,2005,2006,63,BEST SCORE,Alexandre Desplat,Syriana,False,231.0
3763,2005,2006,63,BEST SCORE,Gustavo Santaolalla,Brokeback Mountain,False,142.0
3764,2005,2006,63,BEST SONG,"""A Love That Will Never Grow Old"", Gustavo Santaolalla, Bernie Taupin",Brokeback Mountain,True,142.0
3765,2005,2006,63,BEST SONG,"Travelin' Thru, Dolly Parton",Transamerica,False,546.0
3766,2005,2006,63,BEST SONG,"""Wunderkind"", Alanis Morissette","The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",False,411.0
3767,2005,2006,63,BEST SONG,"""Christmas in Love"", Tony Renis, Marva Jan Marrow",Christmas In Love,False,43561.0
3768,2005,2006,63,BEST SONG,"""There's Nothing Like a Show on Broadway"", Mel Brooks",The Producers,False,9899.0
3769,2005,2006,63,SPECIAL AWARD,Anthony Hopkins,,False,
3770,2006,2007,64,BEST PICTURE (DRAMA),Babel,Babel,True,1164.0
3771,2006,2007,64,BEST PICTURE (DRAMA),Bobby,Bobby,False,10741.0
3772,2006,2007,64,BEST PICTURE (DRAMA),"Departed, The","Departed, The",False,1422.0
3773,2006,2007,64,BEST PICTURE (DRAMA),Little Children,Little Children,False,1440.0
3774,2006,2007,64,BEST PICTURE (DRAMA),"Queen, The","Queen, The",False,1165.0
3775,2006,2007,64,BEST PICTURE (COM),Dreamgirls,Dreamgirls,True,1125.0
3776,2006,2007,64,BEST PICTURE (COM),"Devil Wears Prada, The","Devil Wears Prada, The",False,350.0
3777,2006,2007,64,BEST PICTURE (COM),Little Miss Sunshine,Little Miss Sunshine,False,773.0
3778,2006,2007,64,BEST PICTURE (COM),Thank You For Smoking,Thank You For Smoking,False,685312.0
3779,2006,2007,64,BEST PICTURE (COM),Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,False,496.0
3780,2006,2007,64,ACTRESS (DRAMA),Helen Mirren,"Queen, The",True,1165.0
3781,2006,2007,64,ACTRESS (DRAMA),Judi Dench,Notes On a Scandal,False,1259.0
3782,2006,2007,64,ACTRESS (DRAMA),Maggie Gyllenhaal,Sherrybaby,False,13075.0
3783,2006,2007,64,ACTRESS (DRAMA),Kate Winslet,Little Children,False,1440.0
3784,2006,2007,64,ACTRESS (DRAMA),Penélope Cruz,Volver,False,219.0
3785,2006,2007,64,ACTOR (DRAMA),Forest Whitaker,"Last King of Scotland, The",True,1523.0
3786,2006,2007,64,ACTOR (DRAMA),Leonardo DiCaprio,Blood Diamond,False,1372.0
3787,2006,2007,64,ACTOR (DRAMA),Leonardo DiCaprio,"Departed, The",False,1422.0
3788,2006,2007,64,ACTOR (DRAMA),Peter O'Toole,Venus,False,13771.0
3789,2006,2007,64,ACTOR (DRAMA),Will Smith,The Pursuit of Happyness,False,1402.0
3790,2006,2007,64,ACTRESS (COM),Meryl Streep,"Devil Wears Prada, The",True,350.0
3791,2006,2007,64,ACTRESS (COM),Annette Bening,Running With Scissors,False,7510.0
3792,2006,2007,64,ACTRESS (COM),Toni Collette,Little Miss Sunshine,False,773.0
3793,2006,2007,64,ACTRESS (COM),Beyoncé,Dreamgirls,False,1125.0
3794,2006,2007,64,ACTRESS (COM),Renée Zellweger,Miss Potter,False,13967.0
3795,2006,2007,64,ACTOR (COM),Sacha Baron Cohen,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,True,496.0
3796,2006,2007,64,ACTOR (COM),Johnny Depp,Pirates of the Caribbean: Dead Man's Chest,False,58.0
3797,2006,2007,64,ACTOR (COM),Aaron Eckhart,Thank You For Smoking,False,685312.0
3798,2006,2007,64,ACTOR (COM),Chiwetel Ejiofor,Kinky Boots,False,16367.0
3799,2006,2007,64,ACTOR (COM),Will Ferrell,Stranger Than Fiction,False,1262.0
3800,2006,2007,64,ACTRESS IN A SUPPORTING ROLE,Jennifer Hudson,Dreamgirls,True,1125.0
3801,2006,2007,64,ACTRESS IN A SUPPORTING ROLE,Adriana Barraza,Babel,False,1164.0
3802,2006,2007,64,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,Notes On a Scandal,False,1259.0
3803,2006,2007,64,ACTRESS IN A SUPPORTING ROLE,Emily Blunt,"Devil Wears Prada, The",False,350.0
3804,2006,2007,64,ACTRESS IN A SUPPORTING ROLE,Rinko Kikuchi,Babel,False,1164.0
3805,2006,2007,64,ACTOR IN A SUPPORTING ROLE,Eddie Murphy,Dreamgirls,True,1125.0
3806,2006,2007,64,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,"Departed, The",False,1422.0
3807,2006,2007,64,ACTOR IN A SUPPORTING ROLE,Brad Pitt,Babel,False,1164.0
3808,2006,2007,64,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,"Departed, The",False,1422.0
3809,2006,2007,64,ACTOR IN A SUPPORTING ROLE,Ben Affleck,Hollywoodland,False,1249.0
3810,2006,2007,64,DIRECTING,Martin Scorsese,"Departed, The",True,1422.0
3811,2006,2007,64,DIRECTING,Clint Eastwood,Flags of Our Fathers,False,3683.0
3812,2006,2007,64,DIRECTING,Clint Eastwood,Letters from Iwo Jima,False,1251.0
3813,2006,2007,64,DIRECTING,Stephen Frears,"Queen, The",False,1165.0
3814,2006,2007,64,DIRECTING,Alejandro González Iñárritu,Babel,False,1164.0
3815,2006,2007,64,BEST SCREENPLAY,Peter Morgan,"Queen, The",True,1165.0
3816,2006,2007,64,BEST SCREENPLAY,"Todd Field, Tom Perrotta",Little Children,False,1440.0
3817,2006,2007,64,BEST SCREENPLAY,Patrick Marber,Notes On a Scandal,False,1259.0
3818,2006,2007,64,BEST SCREENPLAY,William Monahan,"Departed, The",False,1422.0
3819,2006,2007,64,BEST SCREENPLAY,Guillermo Arriaga,Babel,False,1164.0
3820,2006,2007,64,BEST PICTURE (ANIMATED),Cars,Cars,True,920.0
3821,2006,2007,64,BEST PICTURE (ANIMATED),Happy Feet,Happy Feet,False,9836.0
3822,2006,2007,64,BEST PICTURE (ANIMATED),Monster House,Monster House,False,9297.0
3823,2006,2007,64,FOREIGN,Letters from Iwo Jima,Letters from Iwo Jima,True,1251.0
3824,2006,2007,64,FOREIGN,Pan's Labyrinth,Pan's Labyrinth,False,1417.0
3825,2006,2007,64,FOREIGN,Volver,Volver,False,219.0
3826,2006,2007,64,FOREIGN,Apocalypto,Apocalypto,False,1579.0
3827,2006,2007,64,FOREIGN,The Lives Of Others,The Lives Of Others,False,582.0
3828,2006,2007,64,BEST SCORE,Alexandre Desplat,The Painted Veil,True,14202.0
3829,2006,2007,64,BEST SCORE,Clint Mansell,The Fountain,False,1381.0
3830,2006,2007,64,BEST SCORE,Gustavo Santaolalla,Babel,False,1164.0
3831,2006,2007,64,BEST SCORE,Carlo Siliotto,Nomad: The Warrior,False,19495.0
3832,2006,2007,64,BEST SCORE,Hans Zimmer,"Da Vinci Code, The",False,591.0
3833,2006,2007,64,BEST SONG,"""The Song of the Heart"", Prince ",Happy Feet,True,9836.0
3834,2006,2007,64,BEST SONG,"""Listen"", Beyoncé, Henry Krieger, Anne Preven, Scott Cutler",Dreamgirls,False,1125.0
3835,2006,2007,64,BEST SONG,"""Never Gonna Break My Faith"", Bryan Adams, Eliot Kennedy, Andrea Remanda",Bobby,False,10741.0
3836,2006,2007,64,BEST SONG,"""Try Not To Remember"", Sheryl Crow",Home of the Brave,False,14171.0
3837,2006,2007,64,BEST SONG,"A Father's Way, Seal, Christopher Bruce",The Pursuit of Happyness,False,1402.0
3838,2006,2007,64,SPECIAL AWARD,Warren Beatty,,False,
3839,2007,2008,65,BEST PICTURE (DRAMA),Atonement,Atonement,True,4347.0
3840,2007,2008,65,BEST PICTURE (DRAMA),Michael Clayton,Michael Clayton,False,4566.0
3841,2007,2008,65,BEST PICTURE (DRAMA),No Country for Old Men,No Country for Old Men,False,6977.0
3842,2007,2008,65,BEST PICTURE (DRAMA),There Will Be Blood,There Will Be Blood,False,7345.0
3843,2007,2008,65,BEST PICTURE (DRAMA),American Gangster,American Gangster,False,4982.0
3844,2007,2008,65,BEST PICTURE (DRAMA),Eastern Promises,Eastern Promises,False,2252.0
3845,2007,2008,65,BEST PICTURE (DRAMA),"Great Debaters, The","Great Debaters, The",False,14047.0
3846,2007,2008,65,BEST PICTURE (COM),Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,True,13885.0
3847,2007,2008,65,BEST PICTURE (COM),Across The Universe,Across The Universe,False,4688.0
3848,2007,2008,65,BEST PICTURE (COM),Charlie Wilson's War,Charlie Wilson's War,False,6538.0
3849,2007,2008,65,BEST PICTURE (COM),Hairspray,Hairspray,False,2976.0
3850,2007,2008,65,BEST PICTURE (COM),Juno,Juno,False,7326.0
3851,2007,2008,65,ACTRESS (DRAMA),Julie Christie,Away From Her,True,1919.0
3852,2007,2008,65,ACTRESS (DRAMA),Cate Blanchett,Elizabeth:  The Golden Age,False,4517.0
3853,2007,2008,65,ACTRESS (DRAMA),Jodie Foster,"Brave One, The",False,4413.0
3854,2007,2008,65,ACTRESS (DRAMA),Angelina Jolie,"Mighty Heart, A",False,1988.0
3855,2007,2008,65,ACTRESS (DRAMA),Keira Knightley,Atonement,False,4347.0
3856,2007,2008,65,ACTOR (DRAMA),Daniel Day-Lewis,There Will Be Blood,True,7345.0
3857,2007,2008,65,ACTOR (DRAMA),Denzel Washington,American Gangster,False,4982.0
3858,2007,2008,65,ACTOR (DRAMA),George Clooney,Michael Clayton,False,4566.0
3859,2007,2008,65,ACTOR (DRAMA),James McAvoy,Atonement,False,4347.0
3860,2007,2008,65,ACTOR (DRAMA),Viggo Mortensen,Eastern Promises,False,2252.0
3861,2007,2008,65,ACTRESS (COM),Marion Cotillard,La Vie En Rose,True,1407.0
3862,2007,2008,65,ACTRESS (COM),Nikki Blonsky,Hairspray,False,2976.0
3863,2007,2008,65,ACTRESS (COM),Amy Adams,Enchanted,False,4523.0
3864,2007,2008,65,ACTRESS (COM),Helena Bonham Carter,Sweeney Todd: The Demon Barber of Fleet Street,False,13885.0
3865,2007,2008,65,ACTRESS (COM),Ellen Page,Juno,False,7326.0
3866,2007,2008,65,ACTOR (COM),Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,True,13885.0
3867,2007,2008,65,ACTOR (COM),Ryan Gosling,Lars and the Real Girl,False,6615.0
3868,2007,2008,65,ACTOR (COM),Tom Hanks,Charlie Wilson's War,False,6538.0
3869,2007,2008,65,ACTOR (COM),Philip Seymour Hoffman,"Savages, The",False,8272.0
3870,2007,2008,65,ACTOR (COM),John C. Reilly,Walk Hard: The Dewey Cox Story,False,6575.0
3871,2007,2008,65,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,I'm Not There,True,3902.0
3872,2007,2008,65,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Charlie Wilson's War,False,6538.0
3873,2007,2008,65,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,False,4347.0
3874,2007,2008,65,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,False,4771.0
3875,2007,2008,65,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,False,4566.0
3876,2007,2008,65,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,True,6977.0
